Player Name,Player ID,Champion ID,Record,Winrate,KDA,CS /min,Gold /min,Gold %,KP,Damage /min,Damage %,K + A /min,Solo kills,Pentakills
Faded,4344,120,1W - 2L,33.3%,3.0,8.4,443,25.5%,72.3%,794.1,33.7%,0.32,1,0
Faded,4344,93,0W - 2L,0%,3.4,7.9,530,27.2%,72.7%,924.3,28%,0.56,1,0
Faded,4344,166,1W - 1L,50%,3.9,8.3,404,22.5%,77.1%,976.8,34.2%,0.36,-,0
Faded,4344,88,1W - 2L,33.3%,2.4,8.3,404,23%,72%,720.6,29%,0.24,-,0
Faded,4344,3,1W - 0L,100%,8.5,7.4,472,26.3%,89.5%,784.7,35.8%,0.45,-,0
Faded,4344,142,0W - 2L,0%,1.5,6.9,339,20.4%,77.5%,663.7,28%,0.27,-,0
Faded,4344,38,0W - 1L,0%,3.0,7.6,381,22.5%,69.2%,601.6,29.3%,0.24,1,0
Faded,4344,96,0W - 1L,0%,1.3,6.6,391,22.4%,69.2%,836.6,30.1%,0.27,-,0
Faded,4344,143,1W - 2L,33.3%,2.0,6.7,362,21.3%,61.1%,468.6,24.9%,0.27,1,0
Faded,4344,114,1W - 0L,100%,3.1,6.5,440,21.6%,73.3%,1147.4,32.3%,0.57,1,0
Faetski,4860,100,3W - 1L,75%,3.8,8.7,455,24.6%,77.4%,737.4,28.1%,0.37,2,0
Faetski,4860,50,0W - 2L,0%,1.5,8.3,412,25.3%,96.2%,637.5,29.4%,0.26,1,0
Faetski,4860,37,2W - 1L,66.7%,3.6,9.5,480,26.3%,56.5%,776.1,31.6%,0.27,-,0
Faetski,4860,135,0W - 2L,0%,1.7,9.2,432,25.6%,79.8%,807.4,31.7%,0.26,-,0
Faetski,4860,8,0W - 1L,0%,0.7,6.5,312,19.9%,75%,350.9,15.3%,0.21,-,0
Faetski,4860,147,1W - 1L,50%,1.1,8.1,379,22.4%,67.5%,422.9,24.9%,0.15,-,0
Faetski,4860,121,0W - 1L,0%,2.0,7,365,21.2%,71.4%,567.7,22.2%,0.29,-,0
Faetski,4860,146,0W - 1L,0%,3.7,8.5,444,25.8%,100%,757.7,34.7%,0.36,-,0
Faisal,4606,162,21W - 11L,65.6%,3.7,8.2,399,21.1%,49.1%,358.9,15.7%,0.25,12,0
Faisal,4606,75,5W - 1L,83.3%,5.3,8.1,421,21.6%,56.1%,818.9,28.7%,0.32,7,0
Faisal,4606,72,7W - 8L,46.7%,1.7,8.7,404,22.5%,48.7%,400.2,19.5%,0.17,3,0
Faisal,4606,28,13W - 5L,72.2%,4.7,8.1,403,21%,47.1%,599.3,22.2%,0.29,6,0
Faisal,4606,155,3W - 2L,60%,4.2,8.9,453,23.5%,47.8%,682.5,28.7%,0.26,3,0
Faisal,4606,35,4W - 4L,50%,3.0,8.3,404,21.6%,48.9%,485.3,19.3%,0.23,2,0
Faisal,4606,1,1W - 1L,50%,2.4,8.1,399,22.2%,54.4%,667.4,26%,0.3,-,0
Faisal,4606,66,8W - 5L,61.5%,2.6,8.7,457,23.5%,39.9%,550.5,26.1%,0.25,17,0
Faisal,4606,113,0W - 1L,0%,2.7,7.4,337,20.7%,80%,532.4,28.9%,0.25,1,0
FaithXD,5014,77,4W - 7L,36.4%,2.5,4.6,305,17.6%,71.2%,297.6,12.6%,0.31,1,0
FaithXD,5014,64,0W - 2L,0%,0.8,4.8,295,18.5%,54.2%,273.1,12.6%,0.13,-,0
FaithXD,5014,55,0W - 3L,0%,1.3,4.1,291,17.9%,64.6%,459.7,24.4%,0.22,-,0
FaithXD,5014,154,0W - 1L,0%,2.2,5.5,323,18.5%,81.3%,355.1,14.6%,0.32,-,0
FaithXD,5014,39,0W - 2L,0%,1.9,6.4,408,22.6%,80.9%,924.8,35%,0.46,-,0
FaithXD,5014,131,4W - 0L,100%,6.5,6.2,422,21.1%,76.9%,745.6,26%,0.56,-,0
FaithXD,5014,35,0W - 1L,0%,0.4,5.9,315,18.9%,50%,182.6,9.8%,0.08,-,0
FaithXD,5014,106,0W - 1L,0%,1.5,5.7,302,17.7%,100%,197.2,12.3%,0.17,-,0
FakeGod,1976,1,13W - 8L,61.9%,3.2,7.9,377,21.2%,45.4%,393.2,19.9%,0.2,7,0
FakeGod,1976,98,2W - 1L,66.7%,4.3,7.5,375,19.9%,56.3%,511.3,19.8%,0.3,-,0
FakeGod,1976,162,6W - 7L,46.2%,2.6,7.3,356,20%,51.1%,407.2,17.9%,0.23,5,0
FakeGod,1976,72,35W - 21L,62.5%,3.6,8.1,393,21.6%,55.4%,395,20.4%,0.22,11,0
FakeGod,1976,75,5W - 4L,55.6%,4.4,7.1,385,21.6%,65.5%,646.4,29.5%,0.35,2,0
FakeGod,1976,119,14W - 13L,51.9%,3.7,7.9,383,20.8%,55.1%,431.1,22.3%,0.26,4,0
FakeGod,1976,36,3W - 6L,33.3%,2.1,7.4,363,21.1%,47.7%,591.2,25.7%,0.24,1,0
Faker,48,67,54W - 21L,72%,5.0,9.2,423,22.5%,73.5%,559.8,26.4%,0.3,13,0
Faker,48,131,30W - 11L,73.2%,5.0,9.3,432,22.3%,67.1%,573.7,26.3%,0.3,4,0
Faker,48,120,110W - 53L,67.5%,3.9,9.2,424,22.6%,63.5%,634.5,30.1%,0.26,28,0
Faker,48,14,43W - 16L,72.9%,4.3,9.7,442,23.3%,59.5%,647.2,32.5%,0.24,13,0
Faker,48,2,35W - 19L,64.8%,4.1,8.5,402,21.3%,60.5%,519.4,24.3%,0.3,10,0
Faker,48,142,14W - 7L,66.7%,3.8,8.5,390,20.9%,65.7%,431.7,21.8%,0.25,6,0
Faker,48,166,3W - 0L,100%,4.9,8,448,21.1%,73.3%,885.3,28.9%,0.51,3,0
Faker,48,38,11W - 14L,44%,3.4,8,369,20.8%,66.8%,489.6,24.2%,0.21,-,0
Faker,48,46,45W - 11L,80.4%,5.7,8,399,21.2%,61.7%,571.4,27.5%,0.29,28,0
Faker,48,7,9W - 3L,75%,4.6,7.4,384,20.1%,65.3%,519.4,25.6%,0.31,3,0
Faker,48,130,0W - 1L,0%,0.8,8.1,333,19.7%,62.5%,497.4,23.3%,0.17,-,-
Faker,48,102,2W - 2L,50%,3.0,8.1,387,21.8%,64.6%,461.1,25.2%,0.24,-,0
Faker,48,3,20W - 11L,64.5%,4.1,8.8,410,21.8%,55.8%,423.5,23.9%,0.25,19,0
Fallen,2335,77,10W - 13L,43.5%,4.2,5.1,320,18.6%,71.5%,275,13.8%,0.31,2,0
Fallen,2335,55,4W - 7L,36.4%,2.8,5.1,304,17.7%,77.8%,382.3,19.4%,0.29,-,0
Fallen,2335,34,4W - 11L,26.7%,3.2,5.1,321,18.8%,81%,242.8,13%,0.31,-,0
Fallen,2335,28,4W - 6L,40%,3.4,5.3,319,18.4%,62.1%,368,17.2%,0.29,-,0
Fallen,2335,106,5W - 6L,45.5%,2.9,4.7,318,17.7%,62.5%,303,15.6%,0.31,-,0
Fallen,2335,110,6W - 9L,40%,2.7,5.5,326,18.8%,71.7%,335.9,17%,0.27,-,0
Fallen,2335,108,2W - 7L,22.2%,1.9,4.9,331,19.7%,74.1%,309.7,14.8%,0.23,4,0
Fallen,2335,113,1W - 3L,25%,2.7,5.1,314,18.3%,76.5%,439,16.8%,0.39,1,0
Fallen,2335,153,0W - 1L,0%,1.0,6.3,311,19%,66.7%,201.6,10.9%,0.09,-,0
Falleo,4693,162,11W - 8L,57.9%,4.4,7,385,21%,65.5%,510.2,21.4%,0.34,6,0
Falleo,4693,75,6W - 2L,75%,5.3,6.7,417,21.5%,70.5%,825.5,26.9%,0.46,4,0
Falleo,4693,1,2W - 3L,40%,1.9,7.5,373,21.5%,65.3%,562.8,25.6%,0.21,-,0
Falleo,4693,66,5W - 4L,55.6%,4.8,7.5,424,22.9%,68.6%,632,26.4%,0.33,9,0
Falleo,4693,72,2W - 3L,40%,2.6,6.9,362,21.1%,61%,449.9,17.5%,0.28,1,0
Falleo,4693,98,1W - 0L,100%,6.0,8.2,406,21.8%,66.7%,311.6,13.8%,0.18,-,0
Falleo,4693,132,0W - 2L,0%,1.3,5.8,344,21.4%,84.6%,541.2,27.8%,0.21,1,0
Falleo,4693,122,1W - 0L,100%,6.0,7.1,380,19.6%,60%,509.5,17.6%,0.38,-,0
Falleo,4693,106,0W - 1L,0%,0.7,6.2,302,19.3%,83.3%,565.9,26.9%,0.16,-,0
Farfetch,1334,136,11W - 9L,55%,4.1,1.1,249,13.4%,77.1%,151.9,6.5%,0.4,1,0
Farfetch,1334,62,22W - 16L,57.9%,2.6,1.2,244,13.2%,66.2%,159.7,7.8%,0.36,-,0
Farfetch,1334,153,6W - 5L,54.5%,2.6,1,240,13.3%,75.9%,181.4,9.2%,0.37,-,0
Farfetch,1334,4,6W - 6L,50%,2.3,0.9,232,12.7%,69.5%,152.9,7.6%,0.33,-,0
Farfetch,1334,118,10W - 11L,47.6%,3.3,1.3,242,13.3%,77.9%,168.3,7.9%,0.38,-,0
Farfetch,1334,48,11W - 9L,55%,2.1,1.2,231,12.6%,58.9%,124.9,6.4%,0.28,1,0
Farfetch,1334,8,2W - 0L,100%,6.8,1.3,333,16.1%,72.8%,550.7,17.3%,0.62,-,0
Farfetch,1334,146,3W - 1L,75%,5.2,1.4,316,17.3%,92.7%,380.6,18.4%,0.43,-,0
Farfetch,1334,163,1W - 0L,100%,3.7,1.2,246,13.8%,91.7%,86.6,4.5%,0.31,-,0
Farfetch,1334,51,2W - 2L,50%,4.9,0.8,235,12.8%,71%,119.8,4.8%,0.35,-,0
Farfetch,1334,38,3W - 6L,33.3%,3.7,0.8,227,12.9%,61.5%,217.5,11%,0.25,1,0
FatBenny,5652,4,0W - 2L,0%,0.7,0.9,209,13%,68.6%,164.7,8.5%,0.14,-,0
FatBenny,5652,62,0W - 1L,0%,0.3,1.3,214,13.5%,40%,73.6,4.8%,0.09,-,0
FatBenny,5652,159,0W - 1L,0%,0.7,1.1,225,14.2%,66.7%,316.5,17.9%,0.14,-,0
FatihCan,4317,146,6W - 5L,54.5%,7.2,2.2,320,17.6%,74.2%,518.2,23.7%,0.35,-,0
FatihCan,4317,100,7W - 6L,53.8%,5.5,8.4,412,22.2%,65.6%,554.2,23.8%,0.35,-,0
FatihCan,4317,121,5W - 4L,55.6%,4.2,8.1,439,23.8%,64.8%,466.4,18.8%,0.38,-,0
FatihCan,4317,167,1W - 1L,50%,2.0,9.2,441,25.4%,60.4%,707.7,27.5%,0.23,1,0
Febiven,373,120,53W - 27L,66.3%,4.2,9.4,422,23%,65.9%,622.9,30.5%,0.27,16,1
Febiven,373,67,28W - 25L,52.8%,5.6,9.1,415,23.1%,78%,516.4,27.3%,0.32,12,0
Febiven,373,14,10W - 14L,41.7%,3.5,9.2,414,23.6%,69.5%,583.6,30.6%,0.23,5,0
Febiven,373,93,2W - 3L,40%,3.7,9.4,437,23.9%,59.3%,512,23.3%,0.25,-,0
Febiven,373,2,15W - 11L,57.7%,5.8,8.9,406,21.9%,65.4%,521.5,24.5%,0.31,3,0
Febiven,373,142,1W - 1L,50%,6.0,9.3,459,24.2%,75%,755.5,37.8%,0.43,1,0
Fede,4656,147,5W - 8L,38.5%,5.8,9.5,435,24.8%,68.8%,699.9,32%,0.29,-,1
Fede,4656,8,3W - 1L,75%,3.8,8.3,401,21.3%,57.2%,441.7,19.4%,0.32,1,0
Fede,4656,21,2W - 4L,33.3%,4.2,8.8,410,23.9%,65.2%,778.1,29.9%,0.26,1,0
Fede,4656,146,0W - 2L,0%,3.8,7.3,357,21.9%,78.1%,742.5,27.8%,0.28,-,0
Fede,4656,100,6W - 1L,85.7%,5.5,8.4,435,22%,60.4%,634.2,25.1%,0.46,1,0
Fede,4656,167,0W - 1L,0%,1.5,10,391,25.8%,100%,533.7,35.1%,0.1,-,0
Fede,4656,140,2W - 0L,100%,20.5,9.3,498,24.3%,72.7%,784.9,26.5%,0.68,1,0
Fede,4656,135,6W - 4L,60%,5.1,10,469,25.5%,66.5%,610.3,27.7%,0.31,4,0
Feisty,4234,131,8W - 7L,53.3%,4.8,9,423,23.2%,73.2%,675.9,27.7%,0.36,1,1
Feisty,4234,67,5W - 10L,33.3%,3.7,8.6,392,22.3%,74.7%,529.5,27.5%,0.3,3,0
Feisty,4234,120,18W - 19L,48.6%,3.7,9.3,425,23.5%,70.3%,651.8,30.5%,0.28,5,0
Feisty,4234,2,12W - 7L,63.2%,6.0,8.5,398,21.5%,75.7%,559.3,26%,0.33,1,0
Feisty,4234,3,2W - 4L,33.3%,1.6,7.5,357,21.2%,56.5%,413.3,20.4%,0.19,1,0
Feisty,4234,166,2W - 0L,100%,27.0,8.9,444,22.9%,65.3%,881.4,33.3%,0.44,-,0
Feng,5079,100,10W - 6L,62.5%,5.1,9,419,22.9%,72.5%,725.1,30.3%,0.31,1,0
Feng,5079,50,4W - 2L,66.7%,5.9,9.6,473,26%,78.3%,973,34.3%,0.32,-,0
Feng,5079,135,6W - 5L,54.5%,3.5,9.2,417,23.1%,58.9%,607.4,25.4%,0.26,1,0
Feng,5079,121,3W - 2L,60%,4.6,8.8,451,23.6%,63.4%,542.1,20.6%,0.41,-,0
Feng,5079,146,1W - 4L,20%,1.8,2.3,281,17.3%,77.2%,514.8,21.9%,0.21,-,0
Feng,5079,167,1W - 3L,25%,3.4,9.5,441,24.7%,85.9%,988.9,36.7%,0.37,-,0
Feng,5079,158,9W - 5L,64.3%,6.5,9.8,459,24.8%,73.4%,743.4,31.2%,0.38,1,1
Feng,5079,140,1W - 2L,33.3%,1.8,9.7,373,23.4%,58.3%,391,20.7%,0.08,-,0
Ferret,2434,103,4W - 5L,44.4%,2.3,5.3,320,18.2%,64.6%,237.2,11.8%,0.23,1,0
Ferret,2434,110,14W - 5L,73.7%,4.5,5.6,349,18.8%,65.9%,346.9,16.1%,0.34,-,0
Ferret,2434,47,8W - 6L,57.1%,4.2,5.3,346,19%,72.4%,314,15.8%,0.35,1,0
Ferret,2434,106,8W - 9L,47.1%,3.3,4.8,310,17.5%,64.2%,262,14.1%,0.3,2,0
Ferret,2434,153,1W - 1L,50%,3.2,5.3,315,17%,69.7%,168.5,7.5%,0.25,-,0
Ferret,2434,94,14W - 5L,73.7%,6.8,4.8,331,18.2%,73.8%,254,11.7%,0.37,2,0
Ferret,2434,69,10W - 1L,90.9%,5.6,4.6,329,16.7%,63.3%,291.7,12%,0.4,-,0
Ferret,2434,77,6W - 7L,46.2%,4.7,4.7,314,17.2%,76.8%,254.8,11.9%,0.28,2,0
Ferret,2434,55,5W - 3L,62.5%,3.9,4.9,353,18%,65.9%,507.2,18.5%,0.41,1,0
Findo,5441,62,0W - 4L,0%,1.9,2.8,276,15.3%,66.1%,249.2,8.8%,0.35,-,0
Findo,5441,163,1W - 2L,33.3%,0.9,1,228,13.5%,49.2%,74.4,4%,0.12,-,0
Findo,5441,152,1W - 0L,100%,3.0,5.8,380,18.5%,78.3%,319.6,11.2%,0.53,-,0
Findo,5441,159,1W - 0L,100%,6.0,0.9,256,14%,54.5%,60.8,3%,0.2,-,0
Findo,5441,8,1W - 0L,100%,3.8,1.2,316,15.7%,93.8%,357.2,14.9%,0.55,-,0
Findo,5441,126,0W - 1L,0%,0.4,1.1,228,13.1%,28.6%,163.5,7.8%,0.08,-,0
Findo,5441,38,0W - 1L,0%,2.7,0.8,289,15.4%,72.7%,445.8,17.1%,0.44,-,0
Findo,5441,153,0W - 1L,0%,1.8,1,231,13.8%,87.5%,108.5,6.3%,0.25,-,0
Findo,5441,4,0W - 1L,0%,1.8,0.7,250,12.8%,76.9%,186.5,5.6%,0.48,-,0
Finn,1601,162,0W - 9L,0%,1.2,6.7,320,19.9%,48.7%,365.1,19.9%,0.12,5,0
Finn,1601,28,2W - 2L,50%,7.4,7.6,346,19.1%,61.9%,554.6,26.6%,0.25,1,0
Finn,1601,98,0W - 1L,0%,0.7,8,341,21.3%,40%,355.5,19.3%,0.07,-,0
Finn,1601,72,10W - 10L,50%,2.0,7.9,377,21.9%,53.2%,394.6,22.1%,0.17,2,0
Finn,1601,53,5W - 0L,100%,8.1,6.5,360,18.8%,71.7%,372.4,19.2%,0.38,1,0
Finn,1601,138,8W - 16L,33.3%,2.2,6.5,317,19%,60.5%,341.9,20.2%,0.18,5,0
Finn,1601,1,10W - 9L,52.6%,3.3,7.8,383,21.3%,55.4%,463.6,24.5%,0.24,7,0
FireAscept,5504,120,3W - 3L,50%,2.8,9.1,426,22.7%,51.5%,572.7,26.6%,0.24,6,0
FireAscept,5504,3,1W - 2L,33.3%,4.7,8.1,424,23.4%,70.1%,693.9,29.7%,0.39,3,0
FireAscept,5504,96,2W - 0L,100%,8.5,9.1,562,27.3%,66.7%,998.3,34.1%,0.48,2,0
FireAscept,5504,67,0W - 2L,0%,0.9,8.5,358,21.9%,63.6%,525.5,31.2%,0.15,1,0
FireAscept,5504,142,0W - 2L,0%,2.1,8.1,370,21.9%,59.1%,380.3,19%,0.23,-,0
FireAscept,5504,93,1W - 0L,100%,19.0,11.7,654,29.7%,76%,810.5,34.2%,0.58,2,0
FireAscept,5504,150,0W - 1L,0%,1.0,9,375,22.7%,60%,523.7,20.8%,0.09,1,0
FireAscept,5504,38,0W - 1L,0%,2.3,7.2,321,18.9%,69.2%,571.9,19.6%,0.22,-,0
Fireblade,5672,162,4W - 1L,80%,4.3,7.3,382,18.9%,39.1%,345.1,12.3%,0.24,1,0
Fireblade,5672,72,2W - 1L,66.7%,2.3,7.9,396,20.3%,55.2%,536,17%,0.33,1,0
Fireblade,5672,122,0W - 1L,0%,0.5,6.4,296,17.4%,27.3%,181.1,8.1%,0.08,-,0
Fireblade,5672,1,0W - 1L,0%,1.2,7,323,18.8%,70%,732.2,24.7%,0.17,-,0
Fisher,4796,120,9W - 11L,45%,3.5,9.2,421,23.2%,72.1%,734.9,32.2%,0.28,2,0
Fisher,4796,67,2W - 8L,20%,2.4,7.9,365,21.2%,74.7%,587,26.1%,0.23,-,-
Fisher,4796,166,2W - 2L,50%,5.1,7.5,368,20.5%,79.5%,709.2,33.6%,0.34,-,-
Fisher,4796,14,2W - 3L,40%,2.2,8.9,412,23.2%,54%,776.7,35.6%,0.2,1,0
Fisher,4796,3,2W - 5L,28.6%,3.7,8.2,420,22.8%,61.7%,588.3,26.9%,0.28,3,0
Fisher,4796,93,1W - 1L,50%,1.6,8.2,388,21.5%,41.7%,413,17.2%,0.19,-,-
Fisher,4796,38,1W - 1L,50%,2.4,7.1,346,19.2%,72.5%,527.2,22.9%,0.26,-,-
Fisher,4796,142,0W - 1L,0%,4.3,7.7,400,22.3%,68.4%,768.1,22.8%,0.34,-,-
Fisher,4796,2,0W - 2L,0%,1.4,8.6,358,20.2%,70.2%,489.3,25.7%,0.19,-,0
Fisher,4796,131,0W - 2L,0%,1.8,8.3,364,21.6%,100%,360.1,24.4%,0.16,-,0
Flakked,2206,100,12W - 13L,48%,5.5,9,420,23.7%,74.7%,648.7,31.1%,0.3,1,0
Flakked,2206,158,16W - 11L,59.3%,6.1,10.1,468,25.3%,69.4%,594.1,28.3%,0.29,4,1
Flakked,2206,121,9W - 11L,45%,4.4,9.1,428,24.3%,68.6%,414.1,21%,0.31,1,0
Flakked,2206,37,12W - 6L,66.7%,6.1,9.8,462,24.7%,67.2%,642.9,29.2%,0.33,1,0
Flakked,2206,50,6W - 10L,37.5%,5.0,9.5,423,24.7%,62.9%,522.4,27.7%,0.24,1,0
Flakked,2206,152,5W - 3L,62.5%,6.8,8.3,381,21.3%,73.5%,317.1,18.1%,0.3,-,0
Flakked,2206,129,8W - 9L,47.1%,7.1,8.4,398,22.9%,69.7%,446.1,24.6%,0.3,2,0
Flakked,2206,18,11W - 4L,73.3%,6.8,9.3,505,26.3%,66.2%,631.5,26.6%,0.37,1,0
Flakked,2206,167,1W - 0L,100%,9.0,9.3,503,25.8%,72%,1162.9,35.4%,0.43,-,0
Flakked,2206,111,3W - 3L,50%,5.8,8.8,428,23.4%,71.5%,339.7,17.2%,0.36,-,0
Flamer,4956,162,6W - 8L,42.9%,4.8,8.4,382,21.5%,50.2%,400.5,19.1%,0.2,3,0
Flamer,4956,75,1W - 3L,25%,4.9,8.8,427,23.6%,64.8%,720.6,29.1%,0.28,3,0
Flamer,4956,119,3W - 7L,30%,4.4,9.6,435,23.9%,54.8%,547.8,25.1%,0.21,-,0
Flamer,4956,38,3W - 0L,100%,8.3,8.8,402,21.4%,70.2%,646.8,24.7%,0.32,-,0
Flamer,4956,72,2W - 8L,20%,2.2,9.8,411,24%,48.1%,445.2,21.2%,0.15,2,0
Flamer,4956,3,2W - 0L,100%,7.8,8,478,25.3%,69.7%,760.8,24.7%,0.41,4,0
Flandre,341,1,25W - 13L,65.8%,3.3,8.7,403,21.7%,54.7%,436.5,22.5%,0.24,1,0
Flandre,341,96,5W - 2L,71.4%,3.3,9.1,487,25.4%,70.7%,515.9,25%,0.26,-,-
Flandre,341,122,4W - 3L,57.1%,2.7,7.8,373,20.3%,58.1%,434.7,18.2%,0.24,-,-
Flandre,341,98,3W - 2L,60%,4.9,7.2,370,19.4%,64.1%,423.6,18%,0.26,-,-
Flandre,341,162,2W - 0L,100%,-,9.2,461,22.2%,50.3%,494.7,17.6%,0.27,-,-
Flandre,341,75,6W - 14L,30%,1.6,8.1,348,20.5%,49.8%,597.4,26.9%,0.16,-,-
Flandre,341,138,12W - 13L,48%,3.4,7.9,357,20.4%,68%,400.7,20.3%,0.25,-,0
Flandre,341,53,2W - 1L,66.7%,1.9,7.1,356,20.3%,56.7%,391.2,17.7%,0.2,-,0
Flandre,341,72,15W - 15L,50%,2.8,8.5,393,21.9%,62.1%,373.8,19.4%,0.23,3,0
Flandre,341,35,7W - 4L,63.6%,2.8,8.7,416,22.9%,53.6%,424.1,21.7%,0.21,2,0
Flandre,341,36,24W - 16L,60%,2.7,8.9,414,22.6%,60.3%,662.4,31.5%,0.24,4,0
Flawed,3371,133,3W - 1L,75%,6.1,5.8,324,17.2%,81.6%,169.1,7.2%,0.38,-,0
Flawed,3371,153,2W - 3L,40%,2.7,5.2,315,17.7%,81.6%,217.7,9.5%,0.3,-,0
Flawed,3371,98,5W - 5L,50%,3.2,7.1,368,20.7%,59.8%,441.4,19.2%,0.28,2,0
Flawed,3371,108,2W - 5L,28.6%,2.8,5.7,333,18.9%,69.5%,307.4,13.7%,0.27,-,0
Flawed,3371,47,8W - 5L,61.5%,4.1,5.9,358,19.2%,64.6%,264.9,13.6%,0.34,3,0
Flawed,3371,103,1W - 3L,25%,1.3,5.4,317,18.1%,44.6%,257.2,11.4%,0.2,-,0
Flawed,3371,106,0W - 2L,0%,1.7,5.4,316,19.3%,74.4%,305.1,17.8%,0.22,1,0
Flay,5113,153,0W - 3L,0%,1.3,0.8,229,14.2%,87.6%,165.5,7.7%,0.32,-,0
Flay,5113,136,3W - 2L,60%,6.0,1.2,273,13.6%,77.7%,197.1,6.6%,0.63,-,0
Flay,5113,163,0W - 2L,0%,2.3,1.2,213,13.3%,85.7%,70.5,3.5%,0.21,-,0
Flaystation,2967,62,5W - 6L,45.5%,2.2,1.1,241,13.6%,67.5%,168,8.6%,0.3,1,0
Flaystation,2967,146,2W - 1L,66.7%,7.0,3.5,350,18.5%,93.3%,472.5,18.5%,0.5,-,0
Flaystation,2967,163,1W - 1L,50%,2.6,1.1,236,13.2%,52.1%,114.6,4.9%,0.2,-,0
Flaystation,2967,136,2W - 6L,25%,1.9,1.1,230,12.8%,68.1%,165.1,7.8%,0.28,-,0
Flaystation,2967,153,8W - 4L,66.7%,2.1,1.2,245,13.4%,68.9%,190.9,9.6%,0.36,1,0
Flaystation,2967,141,2W - 2L,50%,1.7,1.4,286,14.8%,50.7%,204.8,8.2%,0.27,-,0
Flaystation,2967,159,1W - 0L,100%,10.0,1.2,293,14%,83.3%,190.7,8.8%,0.68,-,0
Flaystation,2967,8,1W - 0L,100%,-,1.3,283,14%,86.7%,448.4,18.1%,0.48,-,0
Fleshy,4411,62,13W - 16L,44.8%,2.6,1.4,246,13.7%,68.4%,169.1,7.9%,0.3,3,0
Fleshy,4411,153,6W - 4L,60%,2.9,1.1,250,13.2%,72.9%,126.9,6.1%,0.33,-,0
Fleshy,4411,136,11W - 6L,64.7%,3.5,1.5,260,13.9%,81%,160.9,8.2%,0.34,-,0
Fleshy,4411,141,8W - 2L,80%,4.5,1.7,305,15.3%,57.9%,220.7,10.6%,0.3,-,0
Fleshy,4411,163,2W - 2L,50%,4.9,1.2,270,14.7%,91.6%,109.3,4.7%,0.46,-,0
Fleshy,4411,118,2W - 2L,50%,3.4,1.1,255,13.4%,78.3%,203.5,7.7%,0.42,-,0
Fleshy,4411,9,1W - 3L,25%,1.9,1.3,242,13.6%,77.7%,201.1,9.5%,0.28,1,0
Fleshy,4411,159,2W - 1L,66.7%,3.6,1.1,246,13.2%,72.3%,186.2,9.1%,0.37,-,0
Fleshy,4411,126,4W - 0L,100%,13.0,5.1,328,16.8%,66.5%,210.2,10.8%,0.32,-,0
Fleshy,4411,48,7W - 2L,77.8%,3.1,1.3,251,13.2%,74%,120.9,5.6%,0.38,-,0
Fleshy,4411,51,5W - 6L,45.5%,7.1,0.7,244,13.6%,84.6%,164.8,7.5%,0.33,-,0
Fleshy,4411,55,1W - 0L,100%,2.7,1.1,256,13.1%,61.5%,329.4,12.6%,0.23,-,0
Fleshy,4411,8,0W - 2L,0%,1.8,1.3,270,15.7%,76.4%,344.5,16.8%,0.2,-,0
Fleshy,4411,146,2W - 0L,100%,6.0,0.9,351,16.9%,77.3%,537.2,20.1%,0.51,1,0
Fleshy,4411,92,3W - 1L,75%,7.6,1.2,269,13.9%,85.6%,164.4,6.9%,0.44,-,0
FlickeR,4708,100,4W - 1L,80%,14.7,9.6,451,23.8%,59.5%,582.1,25.4%,0.3,-,0
FlickeR,4708,121,3W - 4L,42.9%,3.6,8.8,458,25%,66.4%,564.9,24.6%,0.33,3,0
FlickeR,4708,21,1W - 2L,33.3%,8.0,9.5,434,24.6%,63.5%,907.4,35.5%,0.3,1,0
FlickeR,4708,167,0W - 2L,0%,4.0,10.4,409,26%,44.4%,847.1,33.1%,0.13,-,0
FlickeR,4708,50,2W - 1L,66.7%,2.6,8.2,409,22.8%,72.5%,527.5,22.8%,0.25,-,0
FlickeR,4708,151,2W - 2L,50%,3.8,8.1,447,23.9%,73.3%,483.8,22.8%,0.38,-,0
FlickeR,4708,147,6W - 2L,75%,5.4,9.6,468,25.1%,71.4%,752.9,31.4%,0.36,-,0
FlickeR,4708,18,5W - 1L,83.3%,6.3,8.3,501,25.6%,66.9%,614.4,26.4%,0.4,1,0
FlickeR,4708,158,2W - 4L,33.3%,5.1,9.6,434,25.3%,64.3%,717.5,30.2%,0.26,-,0
FoFo,677,120,46W - 37L,55.4%,4.1,9.4,413,23%,70%,666.3,32.5%,0.24,4,0
FoFo,677,166,5W - 6L,45.5%,3.9,7.7,367,20.9%,74.6%,875.4,33.9%,0.27,-,-
FoFo,677,93,9W - 8L,52.9%,3.7,9.4,431,23.6%,65.7%,616,27%,0.25,-,-
FoFo,677,38,15W - 4L,78.9%,7.0,8.3,392,21.1%,73.6%,599.5,26.5%,0.29,-,0
FoFo,677,14,19W - 21L,47.5%,4.5,9.6,440,24.4%,74.9%,819.2,37.4%,0.24,14,0
FoFo,677,131,12W - 10L,54.5%,4.5,8.9,404,22.3%,74.3%,615.7,29.4%,0.28,3,0
FoFo,677,46,31W - 29L,51.7%,6.9,8.1,390,21.7%,65.4%,603.4,29.2%,0.27,8,1
FoFo,677,36,20W - 14L,58.8%,5.9,8.9,418,22.7%,68.1%,707.1,29.9%,0.3,1,0
FoFo,677,67,27W - 20L,57.4%,6.9,8.8,402,22.3%,79%,506.8,26.9%,0.31,4,0
